row_id,order_id,order_date,customer_id,address_id,item_id,item_quantity
row_101,ord_038,2024-09-20 19:02,cust_070,add_132,item_003,1
row_102,ord_039,2024-01-03 15:45,cust_095,add_012,item_001,2
row_103,ord_039,2024-01-03 15:45,cust_095,add_012,item_004,1
row_104,ord_039,2024-01-03 15:45,cust_095,add_012,item_009,1
row_105,ord_039,2024-01-03 15:45,cust_095,add_012,item_003,1
row_106,ord_039,2024-01-03 15:45,cust_095,add_012,item_007,1
row_107,ord_040,2024-09-27 21:48,cust_072,add_013,item_004,1
row_108,ord_040,2024-09-27 21:48,cust_072,add_013,item_006,1
row_109,ord_040,2024-09-27 21:48,cust_072,add_013,item_002,1
row_110,ord_041,2024-04-04 15:38,cust_026,add_119,item_002,1
row_111,ord_042,2024-07-29 16:50,cust_060,add_190,item_005,1
row_112,ord_042,2024-07-29 16:50,cust_060,add_190,item_001,1
row_113,ord_042,2024-07-29 16:50,cust_060,add_190,item_004,1
row_114,ord_043,2024-02-16 23:59,cust_029,add_116,item_007,1
row_115,ord_043,2024-02-16 23:59,cust_029,add_116,item_009,2
row_116,ord_044,2024-08-12 01:15,cust_073,add_121,item_008,1
row_117,ord_045,2024-06-02 05:02,cust_020,add_083,item_007,1
row_118,ord_046,2024-03-14 10:17,cust_035,add_187,item_003,1
row_119,ord_046,2024-03-14 10:17,cust_035,add_187,item_009,1
row_120,ord_047,2024-07-20 03:56,cust_005,add_001,item_005,2
row_121,ord_047,2024-07-20 03:56,cust_005,add_001,item_007,2
row_122,ord_047,2024-07-20 03:56,cust_005,add_001,item_006,1
row_123,ord_047,2024-07-20 03:56,cust_005,add_001,item_003,1
row_124,ord_047,2024-07-20 03:56,cust_005,add_001,item_002,1
row_125,ord_048,2024-01-09 02:29,cust_079,add_134,item_003,1
row_126,ord_049,2024-12-26 04:23,cust_071,add_143,item_007,1
row_127,ord_049,2024-12-26 04:23,cust_071,add_143,item_004,1
row_128,ord_049,2024-12-26 04:23,cust_071,add_143,item_008,1
row_129,ord_049,2024-12-26 04:23,cust_071,add_143,item_005,1
row_130,ord_049,2024-12-26 04:23,cust_071,add_143,item_003,1
row_131,ord_050,2024-10-13 18:59,cust_080,add_057,item_001,1
row_132,ord_051,2024-03-16 13:03,cust_055,add_007,item_005,1
row_133,ord_051,2024-03-16 13:03,cust_055,add_007,item_006,1
row_134,ord_051,2024-03-16 13:03,cust_055,add_007,item_007,1
row_135,ord_052,2024-02-23 14:58,cust_027,add_086,item_005,1
row_136,ord_052,2024-02-23 14:58,cust_027,add_086,item_002,1
row_137,ord_052,2024-02-23 14:58,cust_027,add_086,item_003,1
row_138,ord_053,2024-02-11 01:43,cust_060,add_194,item_001,1
row_139,ord_053,2024-02-11 01:43,cust_060,add_194,item_007,1
row_140,ord_053,2024-02-11 01:43,cust_060,add_194,item_006,1
row_141,ord_054,2024-07-06 21:16,cust_037,add_155,item_002,1
row_142,ord_054,2024-07-06 21:16,cust_037,add_155,item_008,1
row_143,ord_054,2024-07-06 21:16,cust_037,add_155,item_003,1
row_144,ord_054,2024-07-06 21:16,cust_037,add_155,item_006,1
row_145,ord_055,2024-11-25 08:55,cust_054,add_160,item_005,3
row_146,ord_055,2024-11-25 08:55,cust_054,add_160,item_003,1
row_147,ord_055,2024-11-25 08:55,cust_054,add_160,item_006,1
row_148,ord_056,2024-07-07 09:20,cust_001,add_154,item_009,1
row_149,ord_056,2024-07-07 09:20,cust_001,add_154,item_001,3
row_150,ord_056,2024-07-07 09:20,cust_001,add_154,item_006,1
row_151,ord_056,2024-07-07 09:20,cust_001,add_154,item_002,1
row_152,ord_056,2024-07-07 09:20,cust_001,add_154,item_004,1
row_153,ord_057,2024-11-27 15:46,cust_030,add_006,item_002,2
row_154,ord_058,2024-02-23 07:19,cust_065,add_031,item_002,1
row_155,ord_058,2024-02-23 07:19,cust_065,add_031,item_006,2
row_156,ord_058,2024-02-23 07:19,cust_065,add_031,item_003,2
row_157,ord_058,2024-02-23 07:19,cust_065,add_031,item_009,1
row_158,ord_059,2024-05-30 11:44,cust_093,add_184,item_008,2
row_159,ord_059,2024-05-30 11:44,cust_093,add_184,item_004,1
row_160,ord_059,2024-05-30 11:44,cust_093,add_184,item_007,1
row_161,ord_059,2024-05-30 11:44,cust_093,add_184,item_006,1
row_162,ord_060,2024-04-25 03:49,cust_018,add_002,item_009,1
row_163,ord_061,2024-04-22 16:49,cust_060,add_098,item_008,1
row_164,ord_061,2024-04-22 16:49,cust_060,add_098,item_006,1
row_165,ord_061,2024-04-22 16:49,cust_060,add_098,item_002,1
row_166,ord_061,2024-04-22 16:49,cust_060,add_098,item_007,2
row_167,ord_061,2024-04-22 16:49,cust_060,add_098,item_004,1
row_168,ord_061,2024-04-22 16:49,cust_060,add_098,item_009,1
row_169,ord_062,2024-02-02 08:09,cust_024,add_068,item_009,1
row_170,ord_063,2024-01-15 08:50,cust_042,add_131,item_001,2
row_171,ord_063,2024-01-15 08:50,cust_042,add_131,item_002,2
row_172,ord_063,2024-01-15 08:50,cust_042,add_131,item_007,1
row_173,ord_063,2024-01-15 08:50,cust_042,add_131,item_004,1
row_174,ord_063,2024-01-15 08:50,cust_042,add_131,item_009,1
row_175,ord_064,2024-03-14 02:02,cust_010,add_022,item_004,2
row_176,ord_064,2024-03-14 02:02,cust_010,add_022,item_009,1
row_177,ord_065,2024-06-29 14:44,cust_037,add_171,item_007,1
row_178,ord_065,2024-06-29 14:44,cust_037,add_171,item_002,2
row_179,ord_065,2024-06-29 14:44,cust_037,add_171,item_005,1
row_180,ord_065,2024-06-29 14:44,cust_037,add_171,item_003,1
row_181,ord_065,2024-06-29 14:44,cust_037,add_171,item_004,1
row_182,ord_065,2024-06-29 14:44,cust_037,add_171,item_006,1
row_183,ord_066,2024-08-01 22:47,cust_098,add_145,item_005,1
row_184,ord_066,2024-08-01 22:47,cust_098,add_145,item_007,2
row_185,ord_066,2024-08-01 22:47,cust_098,add_145,item_002,1
row_186,ord_066,2024-08-01 22:47,cust_098,add_145,item_003,1
row_187,ord_067,2024-08-08 12:03,cust_014,add_150,item_007,2
row_188,ord_067,2024-08-08 12:03,cust_014,add_150,item_006,1
row_189,ord_068,2024-08-17 15:40,cust_045,add_174,item_001,1
row_190,ord_068,2024-08-17 15:40,cust_045,add_174,item_009,1
row_191,ord_069,2024-11-30 17:41,cust_003,add_105,item_009,1
row_192,ord_069,2024-11-30 17:41,cust_003,add_105,item_006,1
row_193,ord_070,2024-02-12 00:20,cust_019,add_103,item_004,2
row_194,ord_070,2024-02-12 00:20,cust_019,add_103,item_006,1
row_195,ord_070,2024-02-12 00:20,cust_019,add_103,item_003,1
row_196,ord_070,2024-02-12 00:20,cust_019,add_103,item_007,1
row_197,ord_070,2024-02-12 00:20,cust_019,add_103,item_005,1
row_198,ord_071,2024-12-11 13:49,cust_004,add_110,item_007,1
row_199,ord_072,2024-12-08 02:01,cust_094,add_194,item_007,1
row_200,ord_072,2024-12-08 02:01,cust_094,add_194,item_004,2
row_201,ord_072,2024-12-08 02:01,cust_094,add_194,item_006,1
row_202,ord_073,2024-10-05 21:32,cust_032,add_060,item_004,1
row_203,ord_074,2024-06-19 19:14,cust_092,add_180,item_009,1
row_204,ord_074,2024-06-19 19:14,cust_092,add_180,item_005,3
row_205,ord_074,2024-06-19 19:14,cust_092,add_180,item_007,1
row_206,ord_075,2024-05-24 08:23,cust_005,add_079,item_001,1
row_207,ord_075,2024-05-24 08:23,cust_005,add_079,item_002,1
row_208,ord_075,2024-05-24 08:23,cust_005,add_079,item_006,1
row_209,ord_076,2024-03-01 02:34,cust_021,add_081,item_007,1
row_210,ord_076,2024-03-01 02:34,cust_021,add_081,item_008,2
row_211,ord_076,2024-03-01 02:34,cust_021,add_081,item_003,2
row_212,ord_077,2024-01-11 23:26,cust_078,add_110,item_008,1
row_213,ord_078,2024-12-04 12:08,cust_013,add_074,item_006,1
row_214,ord_078,2024-12-04 12:08,cust_013,add_074,item_007,1
row_215,ord_079,2024-01-15 02:35,cust_062,add_041,item_001,1
row_216,ord_079,2024-01-15 02:35,cust_062,add_041,item_005,1
row_217,ord_080,2024-01-11 08:20,cust_068,add_126,item_002,1
row_218,ord_080,2024-01-11 08:20,cust_068,add_126,item_003,1
row_219,ord_080,2024-01-11 08:20,cust_068,add_126,item_006,1
row_220,ord_081,2024-08-06 11:58,cust_008,add_117,item_001,1
row_221,ord_082,2024-12-12 15:32,cust_077,add_142,item_004,1
row_222,ord_083,2024-04-23 19:38,cust_006,add_148,item_005,1
row_223,ord_083,2024-04-23 19:38,cust_006,add_148,item_001,1
row_224,ord_084,2024-01-06 11:48,cust_025,add_150,item_007,1
row_225,ord_085,2024-01-19 06:37,cust_083,add_030,item_004,1
row_226,ord_085,2024-01-19 06:37,cust_083,add_030,item_001,2
row_227,ord_085,2024-01-19 06:37,cust_083,add_030,item_006,1
row_228,ord_086,2024-05-23 08:47,cust_028,add_111,item_004,1
row_229,ord_086,2024-05-23 08:47,cust_028,add_111,item_007,2
row_230,ord_086,2024-05-23 08:47,cust_028,add_111,item_001,1
row_231,ord_086,2024-05-23 08:47,cust_028,add_111,item_009,1
row_232,ord_086,2024-05-23 08:47,cust_028,add_111,item_003,1
row_233,ord_087,2024-11-03 03:34,cust_032,add_151,item_001,2
row_234,ord_087,2024-11-03 03:34,cust_032,add_151,item_003,1
row_235,ord_087,2024-11-03 03:34,cust_032,add_151,item_008,1
row_236,ord_087,2024-11-03 03:34,cust_032,add_151,item_006,1
row_237,ord_087,2024-11-03 03:34,cust_032,add_151,item_009,1
row_238,ord_088,2024-10-11 12:14,cust_077,add_082,item_009,1
row_239,ord_088,2024-10-11 12:14,cust_077,add_082,item_001,1
row_240,ord_088,2024-10-11 12:14,cust_077,add_082,item_005,1
row_241,ord_089,2024-02-02 23:01,cust_013,add_159,item_006,1
row_242,ord_089,2024-02-02 23:01,cust_013,add_159,item_007,2
row_243,ord_089,2024-02-02 23:01,cust_013,add_159,item_009,2
row_244,ord_090,2024-02-17 17:10,cust_044,add_067,item_002,2
row_245,ord_090,2024-02-17 17:10,cust_044,add_067,item_001,1
row_246,ord_091,2024-10-04 08:04,cust_081,add_050,item_001,1
row_247,ord_092,2024-01-27 22:41,cust_030,add_171,item_009,1
row_248,ord_093,2024-04-06 10:20,cust_045,add_084,item_004,1
row_249,ord_093,2024-04-06 10:20,cust_045,add_084,item_005,1
row_250,ord_093,2024-04-06 10:20,cust_045,add_084,item_007,1
row_251,ord_093,2024-04-06 10:20,cust_045,add_084,item_008,1
row_252,ord_093,2024-04-06 10:20,cust_045,add_084,item_002,1
row_253,ord_093,2024-04-06 10:20,cust_045,add_084,item_009,1
row_254,ord_094,2024-04-08 22:02,cust_083,add_116,item_009,1
row_255,ord_094,2024-04-08 22:02,cust_083,add_116,item_005,1
row_256,ord_094,2024-04-08 22:02,cust_083,add_116,item_002,1
row_257,ord_095,2024-06-01 08:43,cust_047,add_056,item_006,1
row_258,ord_096,2024-09-29 14:59,cust_043,add_142,item_005,1
row_259,ord_096,2024-09-29 14:59,cust_043,add_142,item_001,1
row_260,ord_097,2024-08-19 13:56,cust_093,add_066,item_007,2
row_261,ord_097,2024-08-19 13:56,cust_093,add_066,item_003,1
row_262,ord_097,2024-08-19 13:56,cust_093,add_066,item_009,1
row_263,ord_098,2024-06-12 10:02,cust_017,add_178,item_005,1
row_264,ord_098,2024-06-12 10:02,cust_017,add_178,item_002,1
row_265,ord_098,2024-06-12 10:02,cust_017,add_178,item_001,1
row_266,ord_099,2024-04-30 13:30,cust_018,add_097,item_002,1
row_267,ord_100,2024-10-25 09:10,cust_044,add_053,item_006,1
row_268,ord_100,2024-10-25 09:10,cust_044,add_053,item_002,1
row_269,ord_100,2024-10-25 09:10,cust_044,add_053,item_004,2
row_270,ord_100,2024-10-25 09:10,cust_044,add_053,item_003,1
row_271,ord_101,2024-10-22 23:32,cust_031,add_070,item_002,1
row_272,ord_101,2024-10-22 23:32,cust_031,add_070,item_003,1
row_273,ord_102,2024-09-28 06:24,cust_090,add_185,item_005,1
row_274,ord_102,2024-09-28 06:24,cust_090,add_185,item_008,1
row_275,ord_103,2024-01-10 09:24,cust_067,add_093,item_005,1
row_276,ord_104,2024-08-21 09:29,cust_007,add_093,item_002,1
row_277,ord_105,2024-06-28 09:43,cust_014,add_067,item_007,1
row_278,ord_105,2024-06-28 09:43,cust_014,add_067,item_005,1
row_279,ord_105,2024-06-28 09:43,cust_014,add_067,item_001,1
row_280,ord_106,2024-03-26 03:49,cust_097,add_151,item_008,2
row_281,ord_106,2024-03-26 03:49,cust_097,add_151,item_004,2
row_282,ord_106,2024-03-26 03:49,cust_097,add_151,item_007,1
row_283,ord_106,2024-03-26 03:49,cust_097,add_151,item_005,1
row_284,ord_107,2024-08-14 15:13,cust_016,add_050,item_004,1
row_285,ord_107,2024-08-14 15:13,cust_016,add_050,item_008,2
row_286,ord_108,2024-10-12 20:35,cust_027,add_167,item_005,1
row_287,ord_108,2024-10-12 20:35,cust_027,add_167,item_009,1
row_288,ord_109,2024-08-26 08:59,cust_008,add_186,item_004,2
row_289,ord_109,2024-08-26 08:59,cust_008,add_186,item_005,2
row_290,ord_109,2024-08-26 08:59,cust_008,add_186,item_002,1
row_291,ord_110,2024-05-03 19:03,cust_055,add_031,item_001,1
row_292,ord_110,2024-05-03 19:03,cust_055,add_031,item_009,1
row_293,ord_111,2024-01-11 22:34,cust_062,add_025,item_004,1
row_294,ord_111,2024-01-11 22:34,cust_062,add_025,item_007,1
row_295,ord_111,2024-01-11 22:34,cust_062,add_025,item_009,1
row_296,ord_112,2024-11-24 13:07,cust_013,add_024,item_002,2
row_297,ord_112,2024-11-24 13:07,cust_013,add_024,item_004,1
row_298,ord_112,2024-11-24 13:07,cust_013,add_024,item_003,2
row_299,ord_112,2024-11-24 13:07,cust_013,add_024,item_007,1
row_300,ord_112,2024-11-24 13:07,cust_013,add_024,item_005,1
row_301,ord_113,2024-11-09 22:44,cust_073,add_194,item_006,2
row_302,ord_113,2024-11-09 22:44,cust_073,add_194,item_001,1
row_303,ord_113,2024-11-09 22:44,cust_073,add_194,item_005,1
row_304,ord_114,2024-08-06 12:18,cust_008,add_053,item_005,1
row_305,ord_114,2024-08-06 12:18,cust_008,add_053,item_003,3
row_306,ord_114,2024-08-06 12:18,cust_008,add_053,item_007,1
row_307,ord_114,2024-08-06 12:18,cust_008,add_053,item_009,1
row_308,ord_114,2024-08-06 12:18,cust_008,add_053,item_006,1
row_309,ord_115,2024-09-16 02:37,cust_089,add_095,item_005,1
row_310,ord_115,2024-09-16 02:37,cust_089,add_095,item_008,1
row_311,ord_116,2024-01-29 21:47,cust_080,add_023,item_007,1
row_312,ord_116,2024-01-29 21:47,cust_080,add_023,item_008,1
row_313,ord_116,2024-01-29 21:47,cust_080,add_023,item_001,1
row_314,ord_117,2024-03-27 20:46,cust_082,add_132,item_004,1
row_315,ord_117,2024-03-27 20:46,cust_082,add_132,item_006,1
row_316,ord_117,2024-03-27 20:46,cust_082,add_132,item_007,2
row_317,ord_118,2024-07-28 16:37,cust_079,add_069,item_002,2
row_318,ord_118,2024-07-28 16:37,cust_079,add_069,item_006,1
row_319,ord_118,2024-07-28 16:37,cust_079,add_069,item_009,1
row_320,ord_118,2024-07-28 16:37,cust_079,add_069,item_004,1
row_321,ord_118,2024-07-28 16:37,cust_079,add_069,item_003,1
row_322,ord_118,2024-07-28 16:37,cust_079,add_069,item_005,1
row_323,ord_119,2024-08-29 12:42,cust_040,add_163,item_001,1
row_324,ord_119,2024-08-29 12:42,cust_040,add_163,item_004,1
row_325,ord_119,2024-08-29 12:42,cust_040,add_163,item_006,1
row_326,ord_120,2024-04-29 16:21,cust_048,add_060,item_009,1
row_327,ord_120,2024-04-29 16:21,cust_048,add_060,item_007,1
row_328,ord_120,2024-04-29 16:21,cust_048,add_060,item_003,1
row_329,ord_120,2024-04-29 16:21,cust_048,add_060,item_005,1
row_330,ord_121,2024-12-13 04:39,cust_016,add_081,item_003,3
row_331,ord_121,2024-12-13 04:39,cust_016,add_081,item_001,1
row_332,ord_121,2024-12-13 04:39,cust_016,add_081,item_008,1
row_333,ord_121,2024-12-13 04:39,cust_016,add_081,item_002,2
row_334,ord_122,2024-11-28 18:41,cust_029,add_106,item_005,1
row_335,ord_122,2024-11-28 18:41,cust_029,add_106,item_001,1
row_336,ord_123,2024-06-14 04:28,cust_017,add_037,item_001,1
row_337,ord_124,2024-04-17 19:50,cust_026,add_175,item_006,2
row_338,ord_124,2024-04-17 19:50,cust_026,add_175,item_003,1
row_339,ord_125,2024-01-03 19:54,cust_008,add_180,item_006,1
row_340,ord_125,2024-01-03 19:54,cust_008,add_180,item_009,1
row_341,ord_125,2024-01-03 19:54,cust_008,add_180,item_008,1
row_342,ord_126,2024-04-02 05:09,cust_082,add_085,item_003,1
row_343,ord_126,2024-04-02 05:09,cust_082,add_085,item_007,1
row_344,ord_126,2024-04-02 05:09,cust_082,add_085,item_009,1
row_345,ord_127,2024-02-19 02:01,cust_011,add_043,item_005,1
row_346,ord_127,2024-02-19 02:01,cust_011,add_043,item_001,2
row_347,ord_127,2024-02-19 02:01,cust_011,add_043,item_004,1
row_348,ord_127,2024-02-19 02:01,cust_011,add_043,item_003,2
row_349,ord_127,2024-02-19 02:01,cust_011,add_043,item_008,1
row_350,ord_128,2024-08-23 06:04,cust_032,add_172,item_004,2
row_351,ord_128,2024-08-23 06:04,cust_032,add_172,item_006,1
row_352,ord_128,2024-08-23 06:04,cust_032,add_172,item_009,1
row_353,ord_128,2024-08-23 06:04,cust_032,add_172,item_003,2
row_354,ord_129,2024-10-08 03:30,cust_008,add_131,item_004,1
row_355,ord_129,2024-10-08 03:30,cust_008,add_131,item_008,1
row_356,ord_129,2024-10-08 03:30,cust_008,add_131,item_002,1
row_357,ord_129,2024-10-08 03:30,cust_008,add_131,item_006,1
row_358,ord_129,2024-10-08 03:30,cust_008,add_131,item_009,1
row_359,ord_130,2024-10-12 08:47,cust_018,add_051,item_008,1
row_360,ord_130,2024-10-12 08:47,cust_018,add_051,item_009,1
row_361,ord_130,2024-10-12 08:47,cust_018,add_051,item_004,1
row_362,ord_131,2024-10-30 17:55,cust_092,add_081,item_005,1
row_363,ord_131,2024-10-30 17:55,cust_092,add_081,item_004,1
row_364,ord_131,2024-10-30 17:55,cust_092,add_081,item_008,1
row_365,ord_132,2024-07-31 22:53,cust_058,add_062,item_009,1
row_366,ord_132,2024-07-31 22:53,cust_058,add_062,item_005,1
row_367,ord_132,2024-07-31 22:53,cust_058,add_062,item_008,1
row_368,ord_133,2024-01-28 05:05,cust_063,add_161,item_003,1
row_369,ord_133,2024-01-28 05:05,cust_063,add_161,item_002,1
row_370,ord_133,2024-01-28 05:05,cust_063,add_161,item_006,1
row_371,ord_133,2024-01-28 05:05,cust_063,add_161,item_005,2
row_372,ord_134,2024-09-03 20:10,cust_038,add_191,item_003,2
row_373,ord_134,2024-09-03 20:10,cust_038,add_191,item_008,1
row_374,ord_135,2024-04-24 09:32,cust_035,add_170,item_006,3
row_375,ord_135,2024-04-24 09:32,cust_035,add_170,item_004,1
row_376,ord_135,2024-04-24 09:32,cust_035,add_170,item_002,1
row_377,ord_135,2024-04-24 09:32,cust_035,add_170,item_007,2
row_378,ord_136,2024-05-31 15:54,cust_006,add_042,item_008,1
row_379,ord_136,2024-05-31 15:54,cust_006,add_042,item_009,2
row_380,ord_136,2024-05-31 15:54,cust_006,add_042,item_004,2
row_381,ord_136,2024-05-31 15:54,cust_006,add_042,item_007,1
row_382,ord_137,2024-04-21 23:15,cust_059,add_156,item_005,1
row_383,ord_138,2024-08-22 18:28,cust_092,add_022,item_002,1
row_384,ord_139,2024-05-01 11:30,cust_037,add_160,item_009,1
row_385,ord_140,2024-07-29 19:58,cust_002,add_195,item_008,1
row_386,ord_140,2024-07-29 19:58,cust_002,add_195,item_001,1
row_387,ord_141,2024-08-31 00:30,cust_068,add_162,item_002,1
row_388,ord_141,2024-08-31 00:30,cust_068,add_162,item_005,2
row_389,ord_141,2024-08-31 00:30,cust_068,add_162,item_004,1
row_390,ord_141,2024-08-31 00:30,cust_068,add_162,item_006,1
row_391,ord_141,2024-08-31 00:30,cust_068,add_162,item_007,1
row_392,ord_141,2024-08-31 00:30,cust_068,add_162,item_003,1
row_393,ord_142,2024-09-06 09:28,cust_097,add_183,item_004,1
row_394,ord_142,2024-09-06 09:28,cust_097,add_183,item_008,1
row_395,ord_143,2024-01-09 17:33,cust_038,add_120,item_003,1
row_396,ord_143,2024-01-09 17:33,cust_038,add_120,item_001,1
row_397,ord_143,2024-01-09 17:33,cust_038,add_120,item_004,1
row_398,ord_144,2024-11-25 13:30,cust_052,add_186,item_001,2
